author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
VESPER,developer,https://www.cian.ru/sale/flat/262519758/,Москва,sale,flat,5,21,2,110.6,-1,0,103787040.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Виктория Иванова,realtor,https://www.cian.ru/sale/flat/302016445/,Москва,sale,flat,3,5,3,116.0,-1,0,98000000.0,Пресненский,Столярный переулок,3к34,Улица 1905 года,Рассвет Loft-Studio
Главстрой,developer,https://www.cian.ru/sale/flat/301772281/,Москва,sale,flat,2,8,2,48.83,-1,0,24219680.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК
ID 108172779,real_estate_agent,https://www.cian.ru/sale/flat/301496936/,Москва,sale,flat,7,8,1,53.2,-1,0,58786000.0,Таганский,Славянская площадь,2/5с1,Китай-город,LUMIN
VESPER,developer,https://www.cian.ru/sale/flat/286258299/,Москва,sale,flat,5,9,2,104.2,-1,0,143796000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/302655849/,Москва,sale,flat,6,6,-1,556.4,-1,0,400000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Sminex,developer,https://www.cian.ru/sale/flat/293713880/,Москва,sale,flat,2,14,2,85.6,-1,0,168270000.0,Якиманка,,,Боровицкая,Лаврушинский ЖК
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/302081797/,Москва,sale,flat,2,10,2,69.4,-1,0,85000000.0,Тверской, Палиха,4,Менделеевская,Клубный дом Maison Rouge
EraOneHolding,developer,https://www.cian.ru/sale/flat/284404561/,Москва,sale,flat,8,8,2,121.2,-1,0,159473684.0,Арбат, Арбат,24,Смоленская,Turandot Residences
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/303777811/,Москва,sale,flat,29,34,-1,330.0,-1,0,462000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
MR Group,developer,https://www.cian.ru/sale/flat/304294682/,Москва,sale,flat,2,46,2,63.78,-1,0,30642834.0,Даниловский,Дубининская ,59А,Серпуховская,Павелецкая Сити
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/303126859/,Москва,sale,flat,7,15,4,105.0,-1,0,88500000.0,Раменки,Винницкая ,8к3,Раменки,Настоящее
MR Group,developer,https://www.cian.ru/sale/flat/302792260/,Москва,sale,flat,4,13,2,85.76,-1,0,108088817.0,Мещанский,Садовая-Сухаревская ,14,Цветной бульвар,Клубный дом Forum
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/300964449/,Москва,sale,flat,20,22,2,38.4,-1,0,13999000.0,Южное Тушино,бульвар Яна Райниса,45К2,Сходненская,
Среда,developer,https://www.cian.ru/sale/flat/304434864/,Москва,sale,flat,8,30,2,56.31,-1,0,23943012.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК
Life Style,real_estate_agent,https://www.cian.ru/sale/flat/294212104/,Москва,sale,flat,34,78,2,76.1,-1,0,62000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
MR Group,developer,https://www.cian.ru/sale/flat/300287890/,Москва,sale,flat,5,43,2,57.89,-1,0,27611151.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
Тимур Ярыш,realtor,https://www.cian.ru/sale/flat/304283080/,Москва,sale,flat,7,27,3,66.2,-1,0,54500000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота
Среда,developer,https://www.cian.ru/sale/flat/303859205/,Москва,sale,flat,6,27,2,53.6,-1,0,20630640.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300822468/,Москва,sale,flat,5,21,3,116.8,-1,0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040420/,Москва,sale,flat,4,6,2,74.91,-1,0,142778460.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303395678/,Москва,sale,flat,5,21,3,120.0,-1,0,120000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
ANT Development,developer,https://www.cian.ru/sale/flat/303519421/,Москва,sale,flat,2,10,2,59.8,-1,0,66618396.0,Дорогомилово,,3к8,Поклонная,Виктори Парк Резиденсез ЖК
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300824521/,Москва,sale,flat,25,30,3,134.0,-1,0,66000000.0,Проспект Вернадского,проспект Вернадского,37к1А,Проспект Вернадского,
PIONEER,developer,https://www.cian.ru/sale/flat/301513284/,Москва,sale,flat,4,22,2,47.2,-1,0,24921930.0,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300023478/,Москва,sale,flat,2,12,5,160.3,-1,0,170000000.0,Хамовники,2-я Фрунзенская ,8,Фрунзенская,Андреевский
Главстрой,developer,https://www.cian.ru/sale/flat/296921092/,Москва,sale,flat,2,18,2,74.6,-1,0,30350099.0,Филевский парк,Береговой проезд,2,Народное Ополчение,Береговой-2
ELSTATE,real_estate_agent,https://www.cian.ru/sale/flat/298234538/,Москва,sale,flat,7,7,-1,245.0,-1,0,155000000.0,Пресненский,Никитский бульвар,12,Арбатская,
MR Group,developer,https://www.cian.ru/sale/flat/298278959/,Москва,sale,flat,2,37,2,64.3,-1,0,41616568.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
ID 112609323,realtor,https://www.cian.ru/sale/flat/299095523/,Москва,sale,flat,2,6,4,184.9,-1,0,177000000.0,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
Пионер,developer,https://www.cian.ru/sale/flat/301459888/,Москва,sale,flat,6,18,2,48.4,-1,0,36526254.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/302059022/,Москва,sale,flat,4,6,3,76.8,-1,0,49500000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Tekta Group,developer,https://www.cian.ru/sale/flat/301260478/,Москва,sale,flat,5,27,2,40.5,-1,0,24036750.0,Даниловский,,1,Павелецкая,Эра ЖК
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/276019027/,Москва,sale,flat,6,6,2,130.0,-1,0,58000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Ташир,developer,https://www.cian.ru/sale/flat/304143916/,Москва,sale,flat,9,32,2,76.6,-1,0,31773680.0,Черемушки,Херсонская ,43к5,Зюзино,ONYX Deluxe
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/288460497/,Москва,sale,flat,6,6,4,324.5,-1,0,250000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Мангазея,developer,https://www.cian.ru/sale/flat/301581592/,Москва,sale,flat,9,21,2,74.2,-1,0,36238909.0,Щукино,Щукинская ,,Щукинская,Интонация
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/298866325/,Москва,sale,flat,10,10,-1,239.9,-1,0,215900000.0,Тверской, Палиха,4,Менделеевская,Клубный дом Maison Rouge
Tekta Group,developer,https://www.cian.ru/sale/flat/303224329/,Москва,sale,flat,7,34,2,41.4,-1,0,21296160.0,Обручевский,,,Воронцовская,Эвер ЖК
ID 112609323,realtor,https://www.cian.ru/sale/flat/299517098/,Москва,sale,flat,6,6,5,310.15,-1,0,352500000.0,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
Tekta Group,developer,https://www.cian.ru/sale/flat/301259751/,Москва,sale,flat,23,42,2,41.6,-1,0,25837760.0,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/298128369/,Москва,sale,flat,3,6,-1,119.0,-1,0,63000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Sense Development,developer,https://www.cian.ru/sale/flat/300501957/,Москва,sale,flat,7,13,2,64.9,-1,0,35782232.0,Даниловский,Подольское шоссе,3,Тульская,Logos
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303627117/,Москва,sale,flat,15,21,4,226.3,-1,0,139900000.0,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1"
ANT Development,developer,https://www.cian.ru/sale/flat/303519450/,Москва,sale,flat,22,34,2,50.6,-1,0,59236384.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050405/,Москва,sale,flat,7,9,2,108.3,-1,0,169000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Основа,developer,https://www.cian.ru/sale/flat/304382429/,Москва,sale,flat,2,28,2,41.3,-1,0,16726500.0,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303070431/,Москва,sale,flat,12,15,3,117.0,-1,0,140000000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы
Hutton Development,developer,https://www.cian.ru/sale/flat/303616433/,Москва,sale,flat,5,6,2,75.6,-1,0,181440000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/304330056/,Москва,sale,flat,11,11,3,150.0,-1,0,185000000.0,Хамовники, Ефремова,10к2,Спортивная,Садовые кварталы
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040442/,Москва,sale,flat,2,6,2,102.4,-1,0,98201600.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301124778/,Москва,sale,flat,11,11,3,150.0,-1,0,185000000.0,Хамовники, Ефремова,10с1к4/1,Фрунзенская,Садовые кварталы
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298516517/,Москва,sale,flat,2,11,2,47.0,-1,0,24769000.0,,,В14 кв-л,Павшино,Сберсити ЖК
Дмитрий Асташов,realtor,https://www.cian.ru/sale/flat/303315104/,Москва,sale,flat,11,14,1,35.5,-1,0,23200000.0,Хамовники,Большой Саввинский переулок,10С1,Киевская,
Absolute Premium,developer,https://www.cian.ru/sale/flat/304065669/,Москва,sale,flat,9,17,2,49.8,-1,0,56313000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
ID 111240424,homeowner,https://www.cian.ru/sale/flat/304537172/,Москва,sale,flat,3,9,1,30.0,-1,0,18200000.0,Пресненский,Шмитовский проезд,39к2,Шелепиха,Headliner
COLDY,developer,https://www.cian.ru/sale/flat/297997312/,Москва,sale,flat,2,14,2,147.05,-1,0,303725598.0,Хамовники,переулок 1-й Тружеников,12,Киевская,Хамовники 12
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300749905/,Москва,sale,flat,5,9,3,117.0,-1,0,65500000.0,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,Каретный плаза
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/304172962/,Москва,sale,flat,4,7,2,66.2,-1,0,25745180.0,,,В17 кв-л,Опалиха,Сберсити ЖК
ID 118500316,homeowner,https://www.cian.ru/sale/flat/304242702/,Москва,sale,flat,19,41,2,55.0,-1,0,28500000.0,Раменки,1-й Сетуньский проезд,вл6,Кутузовская,Hide
VESPER,developer,https://www.cian.ru/sale/flat/287317369/,Москва,sale,flat,5,21,1,65.9,-1,0,78259545.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/304330107/,Москва,sale,flat,11,14,3,242.97,-1,0,328900000.0,Хамовники, Усачева,11,Спортивная,Садовые кварталы
Tekta Group,developer,https://www.cian.ru/sale/flat/303506169/,Москва,sale,flat,3,22,2,39.9,-1,0,17288670.0,Нагорный,,1,Нагорная,Твелв ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/302398135/,Москва,sale,flat,5,17,3,105.0,-1,0,115500000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide
MR Group,developer,https://www.cian.ru/sale/flat/304208103/,Москва,sale,flat,22,54,2,61.18,-1,0,30473758.0,Хорошево-Мневники,,,Полежаевская,Джойс ЖК
ID 85604823,unknown,https://www.cian.ru/sale/flat/304489966/,Москва,sale,flat,3,15,1,30.0,-1,0,21000000.0,Пресненский,Шмитовский проезд,39к2,Шелепиха,Headliner
FORMA,developer,https://www.cian.ru/sale/flat/303018405/,Москва,sale,flat,18,33,2,46.45,-1,0,41753905.0,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302979659/,Москва,sale,flat,2,11,4,199.0,-1,0,300000000.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
Киноцентр,developer,https://www.cian.ru/sale/flat/302253810/,Москва,sale,flat,7,20,2,54.85,-1,0,54795150.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
ID 32204036,homeowner,https://www.cian.ru/sale/flat/300301405/,Москва,sale,flat,2,23,4,134.5,-1,0,84550000.0,Якиманка,Мытная ,40к1,Серпуховская,Sky House
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/293721204/,Москва,sale,flat,3,13,2,82.36,-1,0,44400276.0,,,В20 кв-л,Павшино,Сберсити ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/292444828/,Москва,sale,flat,3,7,4,118.0,-1,0,95000000.0,Таганский,Серебрянический переулок,6,Китай-город,Титул на Серебрянической
MR Group,developer,https://www.cian.ru/sale/flat/295072445/,Москва,sale,flat,33,57,2,56.77,-1,0,33678803.0,Филевский парк,,,Фили,Фили Сити ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303268768/,Москва,sale,flat,7,13,4,105.0,-1,0,88500000.0,Раменки,Винницкая ,8к3,Раменки,Настоящее
Пионер,developer,https://www.cian.ru/sale/flat/301459955/,Москва,sale,flat,4,11,2,85.3,-1,0,70625414.0,Даниловский,,,Павелецкая,Опус ЖК
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301906282/,Москва,sale,flat,10,14,3,147.0,-1,0,170000000.0,Хамовники,2-я Фрунзенская ,12,Фрунзенская,Пять Звезд
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/299934989/,Москва,sale,flat,4,13,2,81.26,-1,0,34421736.0,,,В21 кв-л,Опалиха,Сберсити ЖК
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303582581/,Москва,sale,flat,14,16,3,99.0,-1,0,49900000.0,Даниловский,Павелецкая набережная,8Б,Крестьянская застава,Резиденции Композиторов
Sminex,developer,https://www.cian.ru/sale/flat/304423951/,Москва,sale,flat,2,23,2,56.0,-1,0,56130000.0,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298983974/,Москва,sale,flat,2,7,4,248.0,-1,0,97000000.0,Крылатское,Крылатская ,45К4,Крылатское,Долина грез
Стадион Спартак,developer,https://www.cian.ru/sale/flat/298406172/,Москва,sale,flat,4,13,2,66.7,-1,0,32609630.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303439862/,Москва,sale,flat,3,10,2,90.0,-1,0,37900000.0,Басманный,Нижняя Красносельская ,35С48,Бауманская,TriBeCa APARTMENTS
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/304455389/,Москва,sale,flat,6,23,2,67.7,-1,0,31074300.0,Басманный, Фридриха Энгельса,56,Бауманская,Премиум-квартал 
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299773203/,Москва,sale,flat,12,14,-1,310.0,-1,0,701941599.0,Хамовники, Ефремова,10с1к4/4,Фрунзенская,Садовые кварталы
Пионер,developer,https://www.cian.ru/sale/flat/301460245/,Москва,sale,flat,7,39,2,36.0,-1,0,27797933.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/288962979/,Москва,sale,flat,4,6,3,143.7,-1,0,167000000.0,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040534/,Москва,sale,flat,3,8,2,75.2,-1,0,50308800.0,Замоскворечье,Шлюзовая набережная,2/1С1,Павелецкая,Элитный жилой комплекс 
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294106848/,Москва,sale,flat,4,6,3,145.0,-1,0,167000000.0,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
COLDY,developer,https://www.cian.ru/sale/flat/303330147/,Москва,sale,flat,6,15,2,54.39,-1,0,45517344.0,Даниловский, Серпуховский Вал,7с16,Тульская,Дом 7 Даниловский
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/304330088/,Москва,sale,flat,8,15,3,119.5,-1,0,155350000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы
Regions Development,developer,https://www.cian.ru/sale/flat/304060514/,Москва,sale,flat,2,23,2,72.1,-1,0,,Нагатинский затон,проспект Андропова,9/1к2,Технопарк,Dream Towers
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304519798/,Москва,sale,flat,7,14,3,95.0,-1,0,190000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
GloraX,developer,https://www.cian.ru/sale/flat/303476998/,Москва,sale,flat,3,21,2,75.3,-1,0,38089999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/304330116/,Москва,sale,flat,7,14,2,95.0,-1,0,190000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298516183/,Москва,sale,flat,2,12,2,85.94,-1,0,38612842.0,,,В19 кв-л,Павшино,Сберсити ЖК
ID 85604823,unknown,https://www.cian.ru/sale/flat/304600438/,Москва,sale,flat,15,44,1,30.0,-1,0,21500000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
MR Group,developer,https://www.cian.ru/sale/flat/294196808/,Москва,sale,flat,33,41,2,75.2,-1,0,38352000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
ID 85604823,unknown,https://www.cian.ru/sale/flat/304490404/,Москва,sale,flat,38,51,2,64.0,-1,0,38000000.0,Пресненский,Шмитовский проезд,39к1,Шелепиха,Headliner
Сбербанк Капитал,developer,https://www.cian.ru/sale/flat/288177346/,Москва,sale,flat,2,7,2,112.8,-1,0,118321582.0,Якиманка,Софийская набережная,36,Новокузнецкая,Резиденция 1864
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303974991/,Москва,sale,flat,9,12,4,119.0,-1,0,72500000.0,Сокол, Врубеля,4к1,Сокол,Врубеля 4
EraOneHolding,developer,https://www.cian.ru/sale/flat/280427150/,Москва,sale,flat,3,5,2,178.6,-1,0,150400000.0,Арбат, Арбат,39,Смоленская,Artisan
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302755985/,Москва,sale,flat,8,12,4,150.0,-1,0,299000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370748/,Москва,sale,flat,3,6,2,44.0,-1,0,23232000.0,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
Елена Подстрешная,realtor,https://www.cian.ru/sale/flat/303673347/,Москва,sale,flat,3,28,4,133.7,-1,0,42500000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом
Sminex,developer,https://www.cian.ru/sale/flat/303125611/,Москва,sale,flat,9,14,2,66.9,-1,0,39540000.0,Раменки,проспект Генерала Дорохова,39к2Л,Ломоносовский проспект,Собрание клубных домов West Garden
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302770593/,Москва,sale,flat,11,20,3,97.0,-1,0,89500000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
КРОСТ,developer,https://www.cian.ru/sale/flat/296745429/,Москва,sale,flat,26,28,2,47.5,-1,0,22182500.0,Хорошево-Мневники, Генерала Глаголева,,,CRYSTAL Трилогия
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302902437/,Москва,sale,flat,4,11,4,170.0,-1,0,190000000.0,Хамовники, Усачева,11,Спортивная,Садовые кварталы
Ташир,developer,https://www.cian.ru/sale/flat/299137381/,Москва,sale,flat,4,21,2,47.9,-1,0,19339625.0,Очаково-Матвеевское,Аминьевское шоссе,6,Давыдково,West Tower (Апартаменты бизнес-класса)
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303473970/,Москва,sale,flat,1,16,3,123.0,-1,0,70000000.0,Хамовники,Фрунзенская набережная,50,Спортивная,
Ташир,developer,https://www.cian.ru/sale/flat/274701405/,Москва,sale,flat,2,17,2,43.3,-1,0,27062500.0,Раменки,Мичуринский проспект,вл30Б,Ломоносовский проспект,Legacy
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/301407636/,Москва,sale,flat,21,22,1,38.5,-1,0,13999000.0,Южное Тушино,бульвар Яна Райниса,45К2,Сходненская,
БЭЛ Девелопмент,developer,https://www.cian.ru/sale/flat/303377181/,Москва,sale,flat,3,6,2,38.7,-1,0,38313000.0,Тверской,Долгоруковская ,25к2,Новослободская,Долгоруковская 25
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303016439/,Москва,sale,flat,4,5,3,150.8,-1,0,199900000.0,Пресненский,Леонтьевский переулок,11,Тверская,Леонтьевский 11
MR Group,developer,https://www.cian.ru/sale/flat/303224692/,Москва,sale,flat,12,44,2,61.78,-1,0,29208367.0,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/284759259/,Москва,sale,flat,3,6,5,145.8,-1,0,201808209.0,Пресненский,Скатертный переулок,22,Арбатская,
Группа Родина,developer,https://www.cian.ru/sale/flat/285606685/,Москва,sale,flat,2,23,2,62.5,-1,0,31200000.0,Ростокино,,к2,Ботанический сад,Союз ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298719691/,Москва,sale,flat,4,12,4,148.7,-1,0,96000000.0,Аэропорт,Ленинградский проспект,36с30,Динамо,ВТБ Арена парк
VESPER,developer,https://www.cian.ru/sale/flat/269051087/,Москва,sale,flat,14,21,3,181.8,-1,0,216819225.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/303368649/,Москва,sale,flat,23,25,3,86.2,-1,0,49500000.0,Савеловский, Юннатов,4кГ,Петровский Парк,
Upside Development,developer,https://www.cian.ru/sale/flat/303215966/,Москва,sale,flat,11,12,2,77.0,-1,0,47740000.0,Даниловский,2-я Рощинская ,1,Тульская,Данилов дом
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/303801019/,Москва,sale,flat,13,14,1,40.3,-1,0,8400000.0,, Гренадерская,9к3,Ольховая,"Новые Ватутинки, мкр. Десна"
Главстрой,developer,https://www.cian.ru/sale/flat/301772285/,Москва,sale,flat,2,8,1,44.6,-1,0,18727540.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/304323178/,Москва,sale,flat,9,14,2,55.2,-1,0,11800000.0,, Гренадерская,9к1,Ольховая,"Новые Ватутинки, мкр. Десна"
Prime Life Development,developer,https://www.cian.ru/sale/flat/299132492/,Москва,sale,flat,6,28,2,59.76,-1,0,29898807.0,Нагатино-Садовники,Нагатинская ,к1вл1,Нагатинская,Первый Нагатинский
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/300527312/,Москва,sale,flat,5,8,3,81.6,-1,0,15500000.0,, 1-я Нововатутинская,5,Коммунарка,"Новые Ватутинки, мкр. Центральный"
СТ Тауэрс,developer,https://www.cian.ru/sale/flat/302833885/,Москва,sale,flat,42,66,2,67.4,-1,0,64704000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/304519685/,Москва,sale,flat,39,41,2,56.9,-1,0,40000000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Sminex,developer,https://www.cian.ru/sale/flat/304502160/,Москва,sale,flat,4,9,2,78.5,-1,0,80090000.0,Пресненский,Электрический переулок,1кАБ,Белорусская,Квартал Тишинский бульвар
ID 112591621,homeowner,https://www.cian.ru/sale/flat/301839935/,Москва,sale,flat,13,45,2,51.0,-1,0,31500000.0,Дорогомилово,Кутузовский проезд,16А/1,Деловой центр,River Park Кутузовский
MR Group,developer,https://www.cian.ru/sale/flat/298871278/,Москва,sale,flat,2,19,2,53.4,-1,0,19368292.0,Покровское-Стрешнево,,,Тушинская,Ситизен ЖК
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/303776065/,Москва,sale,flat,4,16,2,59.8,-1,0,13300000.0,, Гренадерская,9к3,Ольховая,"Новые Ватутинки, мкр. Десна"
Regions Development,developer,https://www.cian.ru/sale/flat/304501755/,Москва,sale,flat,2,16,2,40.18,-1,0,17672797.0,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/302139340/,Москва,sale,flat,5,41,4,90.7,-1,0,80990000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/292534789/,Москва,sale,flat,2,25,2,54.5,-1,0,18393750.0,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/302544975/,Москва,sale,flat,19,41,1,47.6,-1,0,42000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Ташир,developer,https://www.cian.ru/sale/flat/302722354/,Москва,sale,flat,2,16,2,46.8,-1,0,23868000.0,Даниловский, Серпуховский Вал,1,Тульская,DECO RESIDENCE (Апартаменты премиум-класса)
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/281500564/,Москва,sale,flat,4,6,-1,277.0,-1,0,119000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Sminex,developer,https://www.cian.ru/sale/flat/303262595/,Москва,sale,flat,2,26,2,61.53,-1,0,29790000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753500/,Москва,sale,flat,3,5,2,69.3,-1,0,52000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
